tdate,BDI,BCI,BPI,BSI,BHI,BCTI,BDTI
2014/11/21,1324,3038,1055,942,462,755,975
2014/11/24,1317,2975,1059,956,469,758,960
2014/11/25,1313,2963,1064,970,476,769,947
2014/11/26,1239,2612,1073,980,482,799,939
2014/11/27,1187,2347,1099,984,487,812,893
2014/11/28,1153,2151,1120,986,491,823,866
2014/12/1,1137,2025,1124,989,492,815,851
2014/12/2,1119,1898,1119,987,495,798,833
2014/12/3,1079,1677,1108,984,498,782,826
2014/12/4,1019,1452,1097,980,498,777,818
2014/12/5,982,1282,1088,971,499,766,815
2014/12/8,952,1165,1081,969,497,758,818
2014/12/9,933,1075,1066,966,497,760,824
2014/12/10,911,979,1047,960,494,775,835
2014/12/11,887,879,1026,953,492,781,842
2014/12/12,863,763,1001,950,493,784,857
2014/12/15,845,659,980,947,493,782,871
2014/12/16,838,617,961,942,495,790,886
2014/12/17,827,571,945,932,496,792,888
2014/12/18,814,517,929,925,496,787,881
2014/12/19,803,488,907,917,497,785,877
2014/12/22,794,480,891,906,495,788,872
2014/12/23,788,472,872,897,495,790,862
2014/12/24,782,474,856,887,495,787,862
2015/1/2,771,456,827,884,488,775,885
2015/1/5,761,442,811,873,482,757,884
2015/1/6,758,432,794,861,479,742,884
2015/1/7,744,397,780,843,466,742,884
2015/1/8,724,335,776,820,455,740,895
2015/1/9,709,311,764,800,446,739,905
2015/1/12,723,373,762,778,441,737,914
2015/1/13,762,537,766,763,435,742,933
2015/1/14,757,557,766,752,429,742,937
2015/1/15,749,585,766,735,425,744,942
2015/1/16,741,620,759,716,418,740,950
2015/1/19,739,662,751,699,415,736,948
2015/1/20,753,752,741,684,410,725,953
2015/1/21,770,971,725,673,402,717,946
2015/1/22,751,965,704,659,392,712,934
2015/1/23,720,887,685,650,380,705,917
2015/1/26,703,857,669,642,373,698,889
2015/1/27,688,831,648,632,364,690,878
2015/1/28,666,785,620,618,356,679,870
2015/1/29,632,725,550,599,348,681,868
2015/1/30,608,679,508,585,340,678,863
2015/2/2,590,665,480,567,332,669,894
2015/2/3,577,663,454,556,326,659,904
2015/2/4,569,669,437,545,321,653,910
2015/2/5,564,680,428,538,309,643,922
2015/2/6,559,689,430,530,301,627,920
2015/2/9,554,687,434,523,295,608,900
2015/2/10,556,711,446,516,289,599,886
2015/2/11,553,700,469,508,281,590,870
2015/2/12,540,652,489,496,273,582,867
2015/2/13,530,630,499,486,268,577,863
2015/2/16,522,614,505,480,263,579,853
2015/2/17,516,589,508,480,261,592,841
2015/2/18,509,564,514,478,260,591,845
2015/2/19,511,539,516,483,267,600,841
2015/2/20,513,542,514,490,270,600,840
2015/2/23,512,543,512,492,266,618,838
2015/2/24,516,534,514,490,274,638,838
2015/2/25,524,529,519,496,289,652,838
2015/2/26,533,525,531,506,300,676,837
2015/2/27,540,521,540,515,308,695,841
2015/3/2,548,516,551,528,318,705,835
2015/3/3,553,490,564,541,327,700,835
2015/3/4,559,478,576,550,338,699,844
2015/3/5,561,464,583,560,348,693,851
2015/3/6,565,470,587,566,352,677,848
2015/3/9,568,468,590,573,356,669,837
2015/3/10,568,457,591,580,357,665,827
2015/3/11,565,431,588,589,361,680,818
2015/3/12,560,394,586,596,364,710,816
2015/3/13,562,378,585,606,368,722,812
2015/3/16,564,372,588,611,370,722,809
2015/3/17,568,366,595,616,375,720,796
2015/3/18,571,357,604,623,378,696,783
2015/3/19,584,407,613,627,383,688,772
2015/3/20,591,423,617,635,384,681,769
2015/3/23,594,435,617,640,386,672,786
2015/3/24,597,448,609,645,388,676,803
2015/3/25,598,455,602,648,390,678,813
2015/3/26,598,456,599,648,390,671,811
2015/3/27,596,456,597,647,390,673,801
2015/3/30,599,460,600,649,393,675,792
2015/3/31,602,475,598,650,392,676,809
2015/4/1,596,463,596,646,389,675,804
2015/4/2,588,454,589,636,386,665,795
2015/4/7,583,448,584,631,385,656,776
2015/4/8,580,450,585,624,382,663,764
2015/4/9,580,461,591,617,379,678,771
2015/4/10,580,466,600,613,373,709,772
2015/4/13,578,460,609,609,369,723,778
2015/4/14,581,470,619,608,366,731,790
2015/4/15,586,494,626,608,362,709,798
2015/4/16,593,521,636,612,360,702,800
2015/4/17,597,532,642,619,358,696,799
2015/4/20,598,537,646,618,357,661,805
2015/4/21,601,549,659,619,355,642,801
2015/4/22,600,544,669,620,355,631,792
2015/4/23,599,543,680,621,351,617,784
2015/4/24,600,545,685,624,348,611,778
2015/4/27,600,546,687,626,347,605,773
2015/4/28,601,551,685,628,346,593,772
2015/4/29,595,558,673,627,345,599,768
2015/4/30,591,565,658,625,343,606,754
2015/5/1,587,574,647,621,340,616,749
2015/5/5,580,571,633,618,335,625,745
2015/5/6,575,574,618,618,332,622,741
2015/5/7,573,594,603,618,331,623,744
2015/5/8,574,616,594,618,329,624,753
2015/5/11,578,660,586,617,328,621,746
2015/5/12,589,731,583,619,327,622,748
2015/5/13,634,942,584,624,326,627,761
2015/5/14,637,972,580,626,326,637,806
2015/5/15,634,954,579,628,327,643,829
2015/5/18,630,950,578,626,326,646,846
2015/5/19,620,923,574,625,325,659,892
2015/5/20,606,889,565,623,326,671,938
2015/5/21,592,844,556,624,327,668,918
2015/5/22,586,816,549,627,327,655,901
2015/5/26,584,806,540,631,327,657,883
2015/5/27,587,823,530,635,327,662,868
2015/5/28,588,817,525,642,328,690,865
2015/5/29,589,810,524,647,331,694,856
2015/6/1,589,804,522,652,332,692,848
2015/6/2,591,821,528,653,332,692,848
2015/6/3,598,821,544,654,332,713,859
2015/6/4,603,818,570,654,333,720,863
2015/6/5,610,865,596,656,332,717,874
2015/6/8,610,856,608,655,331,718,887
2015/6/9,612,834,630,654,331,721,914
2015/6/10,618,816,662,661,333,726,910
2015/6/11,629,810,696,669,336,725,908
2015/6/12,642,820,719,678,338,724,917
2015/6/15,656,840,742,685,341,728,917
2015/6/16,681,904,772,695,345,733,931
2015/6/17,725,1045,817,706,349,737,969
2015/6/18,773,1234,847,715,351,739,1011
2015/6/19,779,1241,851,721,355,741,1025
2015/6/22,779,1248,845,722,355,743,1046
2015/6/23,790,1300,834,721,358,755,1070
2015/6/24,829,1428,829,723,359,764,1066
2015/6/25,829,1432,827,723,361,770,1054
2015/6/26,823,1393,833,723,362,776,1026
2015/6/29,813,1346,838,722,361,780,989
2015/6/30,800,1292,845,715,361,784,972
2015/7/1,794,1251,858,713,360,794,952
2015/7/2,794,1226,883,712,360,809,936
2015/7/3,805,1249,908,716,361,825,916
2015/7/6,815,1266,927,723,362,829,903
2015/7/7,830,1285,945,742,367,831,888
2015/7/8,840,1278,973,750,373,834,870
2015/7/9,853,1279,1016,759,377,837,857
2015/7/10,874,1318,1052,767,384,833,835
2015/7/13,900,1389,1076,774,391,825,827
2015/7/14,915,1394,1096,784,399,823,820
2015/7/15,951,1462,1122,801,409,836,824
2015/7/16,1009,1611,1149,823,417,848,840
2015/7/17,1048,1712,1162,846,427,845,846
2015/7/20,1067,1763,1170,862,431,835,854
2015/7/21,1113,1935,1179,875,432,811,849
2015/7/22,1118,1952,1179,889,433,788,826
2015/7/23,1102,1924,1161,896,431,764,817
2015/7/24,1086,1896,1137,899,428,757,813
2015/7/27,1090,1935,1115,903,427,754,803
2015/7/28,1094,1990,1095,903,425,740,792
2015/7/29,1104,2103,1069,898,423,737,776
2015/7/30,1100,2116,1044,892,422,731,763
2015/7/31,1131,2209,1023,899,423,728,755
2015/8/3,1151,2308,1006,900,424,722,742
2015/8/4,1200,2512,1001,899,425,715,735
2015/8/5,1222,2604,1005,901,427,714,726
2015/8/6,1201,2514,1013,904,432,697,713
2015/8/7,1200,2512,1021,904,438,695,708
2015/8/10,1197,2499,1028,901,443,687,694
2015/8/11,1162,2367,1043,900,446,680,677
2015/8/12,1093,2107,1053,899,447,676,673
2015/8/13,1046,1875,1054,901,448,680,673
2015/8/14,1055,1884,1057,905,449,678,668
2015/8/17,1063,1913,1057,908,449,678,665
2015/8/18,1046,1838,1052,915,449,675,654
2015/8/19,1031,1773,1049,920,453,657,644
2015/8/20,1014,1679,1052,924,460,645,632
2015/8/21,994,1559,1054,930,464,639,622
2015/8/24,968,1403,1052,933,469,626,611
2015/8/25,942,1248,1047,934,473,610,601
2015/8/26,918,1089,1031,933,477,604,595
2015/8/27,905,1051,1000,931,479,596,593
2015/8/28,903,1071,974,925,480,591,598
2015/9/1,911,1176,949,912,480,587,609
2015/9/2,906,1194,912,896,481,586,616
2015/9/3,891,1195,870,882,483,584,628
2015/9/4,875,1187,837,870,485,580,633
2015/9/7,876,1243,812,857,482,578,640
2015/9/8,873,1286,793,848,477,574,639
2015/9/9,855,1256,776,838,472,564,642
2015/9/10,830,1202,751,824,468,555,640
2015/9/11,818,1198,735,810,460,544,635
2015/9/14,805,1185,723,799,452,535,629
2015/9/15,802,1196,720,789,445,527,626
2015/9/16,814,1264,716,783,439,526,639
2015/9/17,883,1637,727,772,431,522,658
2015/9/18,960,1995,753,762,426,518,666
2015/9/21,978,2096,769,757,421,514,671
2015/9/22,923,1873,769,749,417,513,674
2015/9/23,917,1872,761,742,414,524,697
2015/9/24,922,1911,751,738,411,534,705
2015/9/25,943,2024,744,733,408,532,706
2015/9/28,943,2075,738,724,402,528,703
2015/9/29,926,2031,725,713,400,521,698
2015/9/30,900,1936,712,703,398,511,715
2015/10/1,888,1911,704,695,396,506,725
2015/10/2,889,1931,701,691,392,503,745
2015/10/5,881,1901,699,688,390,505,754
2015/10/6,869,1860,700,681,386,507,774
2015/10/7,841,1742,709,676,384,509,786
2015/10/8,817,1598,736,672,382,506,790
2015/10/9,809,1549,761,669,380,503,783
2015/10/12,809,1551,768,666,380,497,778
2015/10/13,804,1531,770,664,379,489,769
2015/10/14,787,1457,761,662,379,481,771
2015/10/15,766,1368,742,661,378,477,772
2015/10/16,754,1318,722,658,376,477,771
2015/10/19,747,1312,710,656,371,480,756
2015/10/20,762,1399,701,654,368,485,751
2015/10/21,780,1483,693,652,366,479,749
2015/10/22,786,1512,685,649,365,477,739
2015/10/23,774,1461,683,648,362,474,739
2015/10/26,759,1403,681,646,360,471,737
2015/10/27,739,1307,686,645,356,473,756
2015/10/28,736,1275,687,643,354,467,744
2015/10/29,728,1254,682,633,351,464,750
2015/10/30,721,1229,675,629,349,464,788
2015/11/2,706,1184,665,620,347,456,816
2015/11/3,680,1099,653,609,339,451,823
2015/11/4,657,1043,636,596,333,457,822
